datetime,portfolio_value,cash,return
2023-03-16 09:30:00-04:00,81615.24782714853,-443726.67380371084,0.11702468623047002
2023-03-17 09:30:00-04:00,81615.24782714853,-443726.67380371084,0.0
2023-03-18 09:30:00-04:00,81615.24782714853,-443726.67380371084,0.0
2023-03-20 09:30:00-04:00,86985.95314941416,-443726.67380371084,0.06580517078916603
2023-03-21 09:30:00-04:00,88976.62087402353,-443726.67380371084,0.022884933170647104
2023-03-22 09:30:00-04:00,84113.56130371103,-443726.67380371084,-0.05465547604013643
2023-03-23 09:30:00-04:00,79771.56130371103,-443726.67380371084,-0.051620689133851205
2023-03-24 09:30:00-04:00,79771.56130371103,-443726.67380371084,0.0
2023-03-25 09:30:00-04:00,79771.56130371103,-443726.67380371084,0.0
2023-03-27 09:30:00-04:00,85022.03151855478,-443726.67380371084,0.06581882225990099
2023-03-28 09:30:00-04:00,90579.7964111329,-443726.67380371084,0.06536852617271594
2023-03-29 09:30:00-04:00,96137.56130371103,-443726.67380371084,0.06135766597831571
2023-03-30 09:30:00-04:00,96899.09108886728,-443726.67380371084,0.007921251328088852
2023-03-31 09:30:00-04:00,96899.09108886728,-443726.67380371084,0.0
2023-04-01 09:30:00-04:00,96899.09108886728,-443726.67380371084,0.0
2023-04-03 09:30:00-04:00,106197.63967285166,-443726.67380371084,0.09596115380954995
2023-04-04 09:30:00-04:00,101241.09108886728,-443726.67380371084,-0.04667286955956207
2023-04-05 09:30:00-04:00,99718.03151855478,-443726.67380371084,-0.01504388735770923
2023-04-06 09:30:00-04:00,99718.03151855478,-443726.67380371084,0.0
2023-04-07 09:30:00-04:00,99718.03151855478,-443726.67380371084,0.0
2023-04-10 09:30:00-04:00,104380.69924316416,-443726.67380371084,0.04675852153922411
2023-04-11 09:30:00-04:00,106531.63967285166,-443726.67380371084,0.020606687302186844
2023-04-12 09:30:00-04:00,102937.7964111329,-443726.67380371084,-0.03373498495616034
2023-04-13 09:30:00-04:00,107787.4829345704,-443726.67380371084,0.047112787455327654
2023-04-14 09:30:00-04:00,107787.4829345704,-443726.67380371084,0.0
2023-04-15 09:30:00-04:00,107787.4829345704,-443726.67380371084,0.0
2023-04-17 09:30:00-04:00,111488.18825683603,-443726.67380371084,0.034333349490237586
2023-04-18 09:30:00-04:00,106999.24782714853,-443726.67380371084,-0.040263820767687974
2023-04-19 09:30:00-04:00,105649.87478027353,-443726.67380371084,-0.012611051706221676
2023-04-20 09:30:00-04:00,106959.1694580079,-443726.67380371084,0.012392770748260729
2023-04-21 09:30:00-04:00,106959.1694580079,-443726.67380371084,0.0
2023-04-22 09:30:00-04:00,106959.1694580079,-443726.67380371084,0.0
2023-04-24 09:30:00-04:00,104808.18825683603,-443726.67380371084,-0.020110302015914128
2023-04-25 09:30:00-04:00,99651.24782714853,-443726.67380371084,-0.04920360246138633
2023-04-26 09:30:00-04:00,100025.32619628916,-443726.67380371084,0.003753875413476937
2023-04-27 09:30:00-04:00,106023.95314941416,-443726.67380371084,0.05997108113752447
2023-04-28 09:30:00-04:00,106023.95314941416,-443726.67380371084,0.0
2023-04-29 09:30:00-04:00,106023.95314941416,-443726.67380371084,0.0
2023-05-01 09:30:00-04:00,110406.03151855478,-443726.67380371084,0.04133102227347796
2023-05-02 09:30:00-04:00,105850.26662597666,-443726.67380371084,-0.0412637319711332
2023-05-03 09:30:00-04:00,99931.7964111329,-443726.67380371084,-0.05591360705549042
2023-05-04 09:30:00-04:00,102577.09108886728,-443726.67380371084,0.026471000950000656
2023-05-05 09:30:00-04:00,102577.09108886728,-443726.67380371084,0.0
2023-05-06 09:30:00-04:00,102577.09108886728,-443726.67380371084,0.0
2023-05-08 09:30:00-04:00,105543.01271972666,-443726.67380371084,0.028914074276973345
2023-05-09 09:30:00-04:00,109217.01271972666,-443726.67380371084,0.03481045220640455
2023-05-10 09:30:00-04:00,106638.5425048829,-443726.67380371084,-0.02360868650986303
2023-05-11 09:30:00-04:00,108602.46413574228,-443726.67380371084,0.018416621089597518
2023-05-12 09:30:00-04:00,108602.46413574228,-443726.67380371084,0.0
2023-05-13 09:30:00-04:00,108602.46413574228,-443726.67380371084,0.0
2023-05-15 09:30:00-04:00,106518.26662597666,-443726.67380371084,-0.019191070169094715
2023-05-16 09:30:00-04:00,107172.93435058603,-443726.67380371084,0.006146060627405303
2023-05-17 09:30:00-04:00,110579.71804199228,-443726.67380371084,0.03178772431724153
2023-05-18 09:30:00-04:00,117620.46413574228,-443726.67380371084,0.06367122487214427
2023-05-19 09:30:00-04:00,117620.46413574228,-443726.67380371084,0.0
2023-05-20 09:30:00-04:00,117620.46413574228,-443726.67380371084,0.0
2023-05-22 09:30:00-04:00,113492.18825683603,-443726.67380371084,-0.0350982791067882
2023-05-23 09:30:00-04:00,107266.46413574228,-443726.67380371084,-0.05485597041273682
2023-05-24 09:30:00-04:00,110365.95314941416,-443726.67380371084,0.02889522870586636
2023-05-25 09:30:00-04:00,111154.18825683603,-443726.67380371084,0.007142013319585638
2023-05-26 09:30:00-04:00,111154.18825683603,-443726.67380371084,0.0
2023-05-27 09:30:00-04:00,111154.18825683603,-443726.67380371084,0.0
2023-05-30 09:30:00-04:00,115095.40456542978,-443726.67380371084,0.03545720022251486
2023-05-31 09:30:00-04:00,114841.56130371103,-443726.67380371084,-0.002205503014453103
2023-06-01 09:30:00-04:00,123405.32619628916,-443726.67380371084,0.0745702583225103
2023-06-02 09:30:00-04:00,123405.32619628916,-443726.67380371084,0.0
2023-06-03 09:30:00-04:00,123405.32619628916,-443726.67380371084,0.0
2023-06-05 09:30:00-04:00,126304.46413574228,-443726.67380371084,0.023492810471095416
2023-06-06 09:30:00-04:00,128669.1694580079,-443726.67380371084,0.0187222624191985
2023-06-07 09:30:00-04:00,126237.63967285166,-443726.67380371084,-0.018897532294632535
2023-06-08 09:30:00-04:00,130699.87478027353,-443726.67380371084,0.03534789718015863
2023-06-09 09:30:00-04:00,130699.87478027353,-443726.67380371084,0.0
2023-06-10 09:30:00-04:00,130699.87478027353,-443726.67380371084,0.0
2023-06-12 09:30:00-04:00,137860.8559814454,-443726.67380371084,0.054789503151480234
2023-06-13 09:30:00-04:00,140118.69924316416,-443726.67380371084,0.01637769652338905
2023-06-14 09:30:00-04:00,139210.18825683603,-443726.67380371084,-0.006483866830304219
2023-06-15 09:30:00-04:00,148148.03151855478,-443726.67380371084,0.06420394493849013
2023-06-16 09:30:00-04:00,148148.03151855478,-443726.67380371084,0.0
2023-06-17 09:30:00-04:00,148148.03151855478,-443726.67380371084,0.0
2023-06-20 09:30:00-04:00,138983.09108886728,-443726.67380371084,-0.06186339660233442
2023-06-21 09:30:00-04:00,136030.5425048829,-443726.67380371084,-0.021243940977658138
2023-06-22 09:30:00-04:00,134667.7964111329,-443726.67380371084,-0.010017942064011742
2023-06-23 09:30:00-04:00,134667.7964111329,-443726.67380371084,0.0
2023-06-24 09:30:00-04:00,134667.7964111329,-443726.67380371084,0.0
2023-06-26 09:30:00-04:00,133892.93435058603,-443726.67380371084,-0.005753877921795492
2023-06-27 09:30:00-04:00,137500.1098876954,-443726.67380371084,0.026940746011767436
2023-06-28 09:30:00-04:00,138715.87478027353,-443726.67380371084,0.008841919425163436
2023-06-29 09:30:00-04:00,146037.1694580079,-443726.67380371084,0.052779068649001726
2023-06-30 09:30:00-04:00,146037.1694580079,-443726.67380371084,0.0
2023-07-01 09:30:00-04:00,146037.1694580079,-443726.67380371084,0.0
2023-07-03 09:30:00-04:00,148014.46413574228,-443726.67380371084,0.013539667230423325
2023-07-04 09:30:00-04:00,146665.09108886728,-443726.67380371084,-0.009116494490953975
2023-07-05 09:30:00-04:00,143338.46413574228,-443726.67380371084,-0.02268179106853263
2023-07-06 09:30:00-04:00,142283.01271972666,-443726.67380371084,-0.0073633509496523475
2023-07-07 09:30:00-04:00,142283.01271972666,-443726.67380371084,0.0
2023-07-08 09:30:00-04:00,142283.01271972666,-443726.67380371084,0.0
2023-07-10 09:30:00-04:00,144714.5425048829,-443726.67380371084,0.017089389229801855
2023-07-11 09:30:00-04:00,152650.38576660166,-443726.67380371084,0.05483791141067229
2023-07-12 09:30:00-04:00,154667.71804199228,-443726.67380371084,0.01321537620268498
2023-07-13 09:30:00-04:00,158114.62087402353,-443726.67380371084,0.022285858197606645
2023-07-14 09:30:00-04:00,158114.62087402353,-443726.67380371084,0.0
2023-07-15 09:30:00-04:00,158114.62087402353,-443726.67380371084,0.0
2023-07-17 09:30:00-04:00,158141.32619628916,-443726.67380371084,0.0001688984998224896
2023-07-18 09:30:00-04:00,164166.69924316416,-443726.67380371084,0.038101192090650216
2023-07-19 09:30:00-04:00,163044.46413574228,-443726.67380371084,-0.006835948536430103
2023-07-20 09:30:00-04:00,162763.87478027353,-443726.67380371084,-0.0017209376408826582
2023-07-21 09:30:00-04:00,162763.87478027353,-443726.67380371084,0.0
2023-07-22 09:30:00-04:00,162763.87478027353,-443726.67380371084,0.0
2023-07-24 09:30:00-04:00,162710.46413574228,-443726.67380371084,-0.0003281480279536675
2023-07-25 09:30:00-04:00,163445.24782714853,-443726.67380371084,0.004515896966486688
2023-07-26 09:30:00-04:00,169524.03151855478,-443726.67380371084,0.0371915596948702
2023-07-27 09:30:00-04:00,165329.01271972666,-443726.67380371084,-0.02474586500362319
2023-07-28 09:30:00-04:00,165329.01271972666,-443726.67380371084,0.0
2023-07-29 09:30:00-04:00,165329.01271972666,-443726.67380371084,0.0
2023-07-31 09:30:00-04:00,165850.03151855478,-443726.67380371084,0.003151405734886925
2023-08-01 09:30:00-04:00,161815.32619628916,-443726.67380371084,-0.024327431748568773
2023-08-02 09:30:00-04:00,154854.77761230478,-443726.67380371084,-0.043015385177674226
2023-08-03 09:30:00-04:00,158435.24782714853,-443726.67380371084,0.02312147077442983
2023-08-04 09:30:00-04:00,158435.24782714853,-443726.67380371084,0.0
2023-08-05 09:30:00-04:00,158435.24782714853,-443726.67380371084,0.0
2023-08-07 09:30:00-04:00,154908.18825683603,-443726.67380371084,-0.022261836420141123
2023-08-08 09:30:00-04:00,156177.40456542978,-443726.67380371084,0.00819334550920825
2023-08-09 09:30:00-04:00,155055.1694580079,-443726.67380371084,-0.0071856432148078575
2023-08-10 09:30:00-04:00,149417.24782714853,-443726.67380371084,-0.0363607459884544
2023-08-11 09:30:00-04:00,149417.24782714853,-443726.67380371084,0.0
2023-08-12 09:30:00-04:00,149417.24782714853,-443726.67380371084,0.0
2023-08-14 09:30:00-04:00,152490.03151855478,-443726.67380371084,0.02056512040002878
2023-08-15 09:30:00-04:00,147399.87478027353,-443726.67380371084,-0.033380258942774854
2023-08-16 09:30:00-04:00,145663.09108886728,-443726.67380371084,-0.01178280303151713
2023-08-17 09:30:00-04:00,135255.63967285166,-443726.67380371084,-0.07144878869600646
2023-08-18 09:30:00-04:00,135255.63967285166,-443726.67380371084,0.0
2023-08-19 09:30:00-04:00,135255.63967285166,-443726.67380371084,0.0
2023-08-21 09:30:00-04:00,145689.7964111329,-443726.67380371084,0.07714396799659351
2023-08-22 09:30:00-04:00,143111.32619628916,-443726.67380371084,-0.01769835828150501
2023-08-23 09:30:00-04:00,150379.1694580079,-443726.67380371084,0.05078454273947752
2023-08-24 09:30:00-04:00,142349.7964111329,-443726.67380371084,-0.05339418402039475
2023-08-25 09:30:00-04:00,142349.7964111329,-443726.67380371084,0.0
2023-08-26 09:30:00-04:00,142349.7964111329,-443726.67380371084,0.0
2023-08-28 09:30:00-04:00,147653.71804199228,-443726.67380371084,0.03725977672311287
2023-08-29 09:30:00-04:00,156818.69924316416,-443726.67380371084,0.062070778323139786
2023-08-30 09:30:00-04:00,159677.71804199228,-443726.67380371084,0.018231364069631217
2023-08-31 09:30:00-04:00,161708.46413574228,-443726.67380371084,0.01271778002999735
2023-09-01 09:30:00-04:00,161708.46413574228,-443726.67380371084,0.0
2023-09-02 09:30:00-04:00,161708.46413574228,-443726.67380371084,0.0
2023-09-05 09:30:00-04:00,155335.71804199228,-443726.67380371084,-0.03940885919490611
2023-09-06 09:30:00-04:00,148268.26662597666,-443726.67380371084,-0.04549791577301665
2023-09-07 09:30:00-04:00,150659.71804199228,-443726.67380371084,0.016129219491371805
2023-09-08 09:30:00-04:00,150659.71804199228,-443726.67380371084,0.0
2023-09-09 09:30:00-04:00,150659.71804199228,-443726.67380371084,0.0
2023-09-11 09:30:00-04:00,153398.5425048829,-443726.67380371084,0.01817887686559483
2023-09-12 09:30:00-04:00,152423.24782714853,-443726.67380371084,-0.006357913587760056
2023-09-13 09:30:00-04:00,156230.8559814454,-443726.67380371084,0.0249804948298622
2023-09-14 09:30:00-04:00,153652.38576660166,-443726.67380371084,-0.01650423150181024
2023-09-15 09:30:00-04:00,153652.38576660166,-443726.67380371084,0.0
2023-09-16 09:30:00-04:00,153652.38576660166,-443726.67380371084,0.0
2023-09-18 09:30:00-04:00,147693.7964111329,-443726.67380371084,-0.03877967351915945
2023-09-19 09:30:00-04:00,149470.69924316416,-443726.67380371084,0.012030991654415235
2023-09-20 09:30:00-04:00,138368.5425048829,-443726.67380371084,-0.07427647555337835
2023-09-21 09:30:00-04:00,134026.5425048829,-443726.67380371084,-0.03137996484892347
2023-09-22 09:30:00-04:00,134026.5425048829,-443726.67380371084,0.0
2023-09-23 09:30:00-04:00,134026.5425048829,-443726.67380371084,0.0
2023-09-25 09:30:00-04:00,129537.56130371103,-443726.67380371084,-0.03349322542591393
2023-09-26 09:30:00-04:00,126865.56130371103,-443726.67380371084,-0.02062722173482401
2023-09-27 09:30:00-04:00,124714.62087402353,-443726.67380371084,-0.01695448636796104
2023-09-28 09:30:00-04:00,132984.46413574228,-443726.67380371084,0.066310134319153
2023-09-29 09:30:00-04:00,132984.46413574228,-443726.67380371084,0.0
2023-09-30 09:30:00-04:00,132984.46413574228,-443726.67380371084,0.0
2023-10-02 09:30:00-04:00,124153.4829345704,-443726.67380371084,-0.06640611186098966
2023-10-03 09:30:00-04:00,120158.8559814454,-443726.67380371084,-0.03217490849797744
2023-10-04 09:30:00-04:00,123218.26662597666,-443726.67380371084,0.02546138292964173
2023-10-05 09:30:00-04:00,120025.24782714853,-443726.67380371084,-0.02591351823281518
2023-10-06 09:30:00-04:00,120025.24782714853,-443726.67380371084,0.0
2023-10-07 09:30:00-04:00,120025.24782714853,-443726.67380371084,0.0
2023-10-09 09:30:00-04:00,134681.1694580079,-443726.67380371084,0.12210698912253659
2023-10-10 09:30:00-04:00,138288.38576660166,-443726.67380371084,0.026783375308590873
2023-10-11 09:30:00-04:00,140038.5425048829,-443726.67380371084,0.012655847622916827
2023-10-12 09:30:00-04:00,137713.87478027353,-443726.67380371084,-0.016600199366744506
2023-10-13 09:30:00-04:00,137713.87478027353,-443726.67380371084,0.0
2023-10-14 09:30:00-04:00,137713.87478027353,-443726.67380371084,0.0
2023-10-16 09:30:00-04:00,134507.4829345704,-443726.67380371084,-0.023282997815717632
2023-10-17 09:30:00-04:00,136351.1694580079,-443726.67380371084,0.013706943905376079
2023-10-18 09:30:00-04:00,132022.5425048829,-443726.67380371084,-0.03174616668365349
2023-10-19 09:30:00-04:00,125382.62087402353,-443726.67380371084,-0.050293847587534524
2023-10-20 09:30:00-04:00,125382.62087402353,-443726.67380371084,0.0
2023-10-21 09:30:00-04:00,125382.62087402353,-443726.67380371084,0.0
2023-10-23 09:30:00-04:00,120933.71804199228,-443726.67380371084,-0.035482611553488086
2023-10-24 09:30:00-04:00,119918.38576660166,-443726.67380371084,-0.008395774907359321
2023-10-25 09:30:00-04:00,112650.5425048829,-443726.67380371084,-0.06060658017749021
2023-10-26 09:30:00-04:00,109631.1694580079,-443726.67380371084,-0.026803004936652886
2023-10-27 09:30:00-04:00,109631.1694580079,-443726.67380371084,0.0
2023-10-28 09:30:00-04:00,109631.1694580079,-443726.67380371084,0.0
2023-10-30 09:30:00-04:00,112289.7964111329,-443726.67380371084,0.024250648481345838
2023-10-31 09:30:00-04:00,116324.5425048829,-443726.67380371084,0.03593154696778833
2023-11-01 09:30:00-04:00,126184.18825683603,-443726.67380371084,0.0847598068270008
2023-11-02 09:30:00-04:00,134948.38576660166,-443726.67380371084,0.0694555921057789
2023-11-03 09:30:00-04:00,134948.38576660166,-443726.67380371084,0.0
2023-11-04 09:30:00-04:00,134948.38576660166,-443726.67380371084,0.0
2023-11-06 09:30:00-05:00,138061.24782714853,-443726.67380371084,0.023067056659208163
2023-11-07 09:30:00-05:00,138355.1694580079,-443726.67380371084,0.0021289220218214666
2023-11-08 09:30:00-05:00,140840.1098876954,-443726.67380371084,0.017960589686832895
2023-11-09 09:30:00-05:00,142015.7964111329,-443726.67380371084,0.008347668319592882
2023-11-10 09:30:00-05:00,138742.62087402353,-443726.67380371084,-0.023047968041763456
2023-11-11 09:30:00-05:00,138742.62087402353,-443726.67380371084,0.0
2023-11-13 09:30:00-05:00,143084.62087402353,-443726.67380371084,0.031295358071276924
2023-11-14 09:30:00-05:00,152556.8559814454,-443726.67380371084,0.06620023206939574
2023-11-15 09:30:00-05:00,157620.26662597666,-443726.67380371084,0.033190318533747654
2023-11-16 09:30:00-05:00,156431.24782714853,-443726.67380371084,-0.007543565458175472
2023-11-17 09:30:00-05:00,157793.95314941416,-443726.67380371084,0.00871120918099022
2023-11-18 09:30:00-05:00,157793.95314941416,-443726.67380371084,0.0
2023-11-20 09:30:00-05:00,158181.40456542978,-443726.67380371084,0.002455426258626936
2023-11-21 09:30:00-05:00,161721.7964111329,-443726.67380371084,0.02238184605472182
2023-11-22 09:30:00-05:00,164126.62087402353,-443726.67380371084,0.014870132018426352
2023-11-23 09:30:00-05:00,164126.62087402353,-443726.67380371084,0.0
2023-11-24 09:30:00-05:00,164246.8559814454,-443726.67380371084,0.000732575293280302
2023-11-25 09:30:00-05:00,164246.8559814454,-443726.67380371084,0.0
2023-11-27 09:30:00-05:00,163685.71804199228,-443726.67380371084,-0.003416430324343689
2023-11-28 09:30:00-05:00,162924.18825683603,-443726.67380371084,-0.004652389922991884
2023-11-29 09:30:00-05:00,167025.71804199228,-443726.67380371084,0.02517446813170876
2023-11-30 09:30:00-05:00,164794.62087402353,-443726.67380371084,-0.013357806175740117
2023-12-01 09:30:00-05:00,165182.03151855478,-443726.67380371084,0.0023508694790919105
2023-12-02 09:30:00-05:00,165182.03151855478,-443726.67380371084,0.0
2023-12-04 09:30:00-05:00,164954.93435058603,-443726.67380371084,-0.0013748297310609559
2023-12-05 09:30:00-05:00,164500.69924316416,-443726.67380371084,-0.0027536921475562748
2023-12-06 09:30:00-05:00,169243.4829345704,-443726.67380371084,0.028831389247747197
2023-12-07 09:30:00-05:00,166705.09108886728,-443726.67380371084,-0.014998461398271212
2023-12-08 09:30:00-05:00,167439.87478027353,-443726.67380371084,0.004407685971717257
2023-12-09 09:30:00-05:00,167439.87478027353,-443726.67380371084,0.0
2023-12-11 09:30:00-05:00,170419.1694580079,-443726.67380371084,0.017793220889850803
2023-12-12 09:30:00-05:00,173011.01271972666,-443726.67380371084,0.015208636856767432
2023-12-13 09:30:00-05:00,176831.95314941416,-443726.67380371084,0.022084954995768458
2023-12-14 09:30:00-05:00,187533.32619628916,-443726.67380371084,0.060517190792056086
2023-12-15 09:30:00-05:00,183511.95314941416,-443726.67380371084,-0.021443511553065897
2023-12-16 09:30:00-05:00,183511.95314941416,-443726.67380371084,0.0
2023-12-18 09:30:00-05:00,188049.03687402356,-441180.2578037108,0.024723641412695008
2023-12-19 09:30:00-05:00,190119.8205654298,-441180.2578037108,0.011011934577434213
2023-12-20 09:30:00-05:00,192030.29078027356,-441180.2578037108,0.010048769292764215
2023-12-21 09:30:00-05:00,188516.60425683606,-441180.2578037108,-0.01829756393723303
2023-12-22 09:30:00-05:00,191896.68262597668,-441180.2578037108,0.0179298708592035
2023-12-23 09:30:00-05:00,191896.68262597668,-441180.2578037108,0.0
2023-12-26 09:30:00-05:00,192177.27198144543,-441180.2578037108,0.001462189713907991
2023-12-27 09:30:00-05:00,194007.58545800793,-441180.2578037108,0.009524089179178352
2023-12-28 09:30:00-05:00,195931.42871972668,-441180.2578037108,0.009916330112438532
2023-12-29 09:30:00-05:00,195410.36914941418,-441180.2578037108,-0.0026593975949507076
2023-12-30 09:30:00-05:00,195410.36914941418,-441180.2578037108,0.0
2024-01-02 09:30:00-05:00,189625.5070888673,-441180.2578037108,-0.02960365965085332
2024-01-03 09:30:00-05:00,187314.21241113293,-441180.2578037108,-0.012188733009695807
2024-01-04 09:30:00-05:00,184468.52588769543,-441180.2578037108,-0.01519204809292074
2024-01-05 09:30:00-05:00,183386.36914941418,-441180.2578037108,-0.005866348923610265
2024-01-06 09:30:00-05:00,183386.36914941418,-441180.2578037108,0.0
2024-01-08 09:30:00-05:00,184642.21241113293,-441180.2578037108,0.006848073101308527
2024-01-09 09:30:00-05:00,189238.05567285168,-441180.2578037108,0.024890533977601104
2024-01-10 09:30:00-05:00,192297.5070888673,-441180.2578037108,0.01616721015832412
2024-01-11 09:30:00-05:00,196879.97730371106,-441180.2578037108,0.0238301072344429
2024-01-12 09:30:00-05:00,197213.97730371106,-441180.2578037108,0.001696465047254403
2024-01-13 09:30:00-05:00,197213.97730371106,-441180.2578037108,0.0
2024-01-16 09:30:00-05:00,193767.11524316418,-441180.2578037108,-0.017477777729915545
2024-01-17 09:30:00-05:00,189171.27198144543,-441180.2578037108,-0.023718386145922032
2024-01-18 09:30:00-05:00,192097.11524316418,-441180.2578037108,0.015466636297744696
2024-01-19 09:30:00-05:00,196960.1340419923,-441180.2578037108,0.025315418155407166
2024-01-20 09:30:00-05:00,199682.89454003918,199682.89454003918,0.013823916760060673
