datetime,portfolio_value,cash,return
2023-12-20 09:30:00-05:00,100000.0,100000.0,
2023-12-21 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-22 09:30:00-05:00,99731.82012939453,149960.97857666016,-0.002681798706054672
2023-12-23 09:30:00-05:00,99731.82012939453,224830.85626220703,0.0
2023-12-26 09:30:00-05:00,99676.37432861328,224830.85626220703,-0.0005559489509898707
2023-12-27 09:30:00-05:00,99314.69561767578,224830.85626220703,-0.0036285299638318946
2023-12-28 09:30:00-05:00,98594.69439697266,337034.6968383789,-0.0072496946823947805
2023-12-29 09:30:00-05:00,98789.7017211914,337034.6968383789,0.001977868336744182
2023-12-30 09:30:00-05:00,98789.7017211914,-69887.75482177734,0.0
2024-01-02 09:30:00-05:00,97256.88647460938,-69887.75482177734,-0.01551594164043546
2024-01-03 09:30:00-05:00,96644.46258544922,-69887.75482177734,-0.006296971981722188
2024-01-04 09:30:00-05:00,95890.4408569336,-69887.75482177734,-0.007802016880676943
2024-01-05 09:30:00-05:00,95603.7017211914,-69887.75482177734,-0.002990278626104126
2024-01-06 09:30:00-05:00,95603.7017211914,-69887.75482177734,0.0
2024-01-08 09:30:00-05:00,95936.46258544922,-69887.75482177734,0.003480627405288539
2024-01-09 09:30:00-05:00,97154.22344970703,-69887.75482177734,0.012693410111647374
2024-01-10 09:30:00-05:00,97964.88647460938,-69887.75482177734,0.008344084241710625
2024-01-11 09:30:00-05:00,99179.10388183594,-69887.75482177734,0.012394414477694182
2024-01-12 09:30:00-05:00,99267.60388183594,-69887.75482177734,0.0008923250617935974
2024-01-13 09:30:00-05:00,99267.60388183594,-69887.75482177734,0.0
2024-01-16 09:30:00-05:00,98354.2886352539,-69887.75482177734,-0.00920053684049027
2024-01-17 09:30:00-05:00,97136.5277709961,-69887.75482177734,-0.012381370260059255
2024-01-18 09:30:00-05:00,97911.7886352539,-69887.75482177734,0.007981146557817231
2024-01-19 09:30:00-05:00,99200.34301757812,-69887.75482177734,0.013160359955473933
2024-01-20 09:30:00-05:00,99200.34301757812,-69887.75482177734,0.0
